1.1752968601802707e-14,-1.1752968601802811e-14
1.6490987103874301e-18,-1.790317280897645e-18
1.6330100760306265e-18,-1.7748638990375696e-18
1.6170787097759222e-18,-1.75949993548283e-18
1.6014541118253736e-18,-1.7443214475849806e-18
1.5859215869367044e-18,-1.7291981888657584e-18
1.570486095145938e-18,-1.7141454361585384e-18
1.555457506826645e-18,-1.6993623042590058e-18
1.5406788792830603e-18,-1.6847447228181428e-18
1.5259871946179825e-18,-1.6701847241455125e-18
1.511219434934211e-18,-1.6555743405506785e-18
1.49644726586896e-18,-1.6409736876923525e-18
1.4821076315337818e-18,-1.6266986087158922e-18
1.4681480750777014e-18,-1.612709022570413e-18
1.4544935811298437e-18,-1.5989485819866417e-18
1.4410691343193349e-18,-1.5853609396953065e-18
1.4277997192753e-18,-1.5718897484271341e-18
1.414610320626865e-18,-1.5584786609128523e-18
1.4014259230031548e-18,-1.545071329883189e-18
1.3881715110332947e-18,-1.5316114080688712e-18
1.3747720693464104e-18,-1.5180425482006268e-18
1.3612469398080994e-18,-1.504385479498074e-18
1.3480608946871823e-18,-1.4910223813701499e-18
1.3352608600662232e-18,-1.477990513792086e-18
1.3228150218930279e-18,-1.4652625775427405e-18
1.3106915661154016e-18,-1.4528112734009704e-18
1.2988586786811507e-18,-1.4406093021456333e-18
1.2872845455380806e-18,-1.4286293645555875e-18
1.2759373526339964e-18,-1.4168441614096903e-18
1.2647852859167044e-18,-1.4052263934867992e-18
1.2537965313340103e-18,-1.3937487615657721e-18
1.242939274833719e-18,-1.382383966425467e-18
1.2321817023636371e-18,-1.3711047088447408e-18
1.2214919998715698e-18,-1.359883689602452e-18
1.2108383533053227e-18,-1.3486936094774577e-18
1.2001889486127012e-18,-1.3375071692486153e-18
1.1895119717415115e-18,-1.3262970696947832e-18
1.1787756086395589e-18,-1.3150360115948188e-18
1.1679480452546494e-18,-1.3036966957275797e-18
1.1569974675345885e-18,-1.2922518228719235e-18
1.1458920614271813e-18,-1.2806740938067078e-18
1.1346004388415791e-18,-1.2689366004388591e-18
1.1233811132488047e-18,-1.2572781980196847e-18
1.1124647880568812e-18,-1.2459106120751331e-18
1.1018399277175522e-18,-1.234822770912008e-18
1.0914949966825626e-18,-1.2240036028371129e-18
1.0814184594036564e-18,-1.2134420361572518e-18
1.0715987803325775e-18,-1.2031269991792283e-18
1.062024423921071e-18,-1.1930474202098462e-18
1.0526838546208803e-18,-1.1831922275559088e-18
1.0435655368837502e-18,-1.1735503495242205e-18
1.0346579351614253e-18,-1.1641107144215843e-18
