7.472796863470105e-12,-7.457929139290544e-12
1.6226273029549421e-18,-1.6181956647414777e-18
1.60800416757156e-18,-1.6038436966506658e-18
1.5933870191536076e-18,-1.5894557384754416e-18
1.578799540035618e-18,-1.5750528981816213e-18
1.5642192446017955e-18,-1.5606435026896516e-18
1.54970650207864e-18,-1.5462983003537274e-18
1.5353500561629707e-18,-1.5320717660658846e-18
1.5210892449373363e-18,-1.5179176811178358e-18
1.5068616979517144e-18,-1.5037887959401502e-18
1.492605044756082e-18,-1.4896378609633969e-18
1.4783959799461449e-18,-1.4755417539027293e-18
1.4645047092186795e-18,-1.4617444334521687e-18
1.4508903691446643e-18,-1.4482070194826239e-18
1.4374983023582875e-18,-1.4348782146623157e-18
1.4242738514937354e-18,-1.4217067216594639e-18
1.4111623591851961e-18,-1.4086412431422895e-18
1.398109168066857e-18,-1.3956304817790132e-18
1.3850596207729053e-18,-1.3826231402378556e-18
1.3719590599375286e-18,-1.369567921187037e-18
1.358752828194914e-18,-1.3564135272947785e-18
1.3454692496880998e-18,-1.3431890978469942e-18
1.3325228618861688e-18,-1.3302973201121732e-18
1.3199524731268978e-18,-1.3177754460965595e-18
1.3077270944781991e-18,-1.305592989229889e-18
1.295815737007985e-18,-1.2937194629418974e-18
1.2841874117841688e-18,-1.28212438066232e-18
1.2728111298746632e-18,-1.2707772558208927e-18
1.2616559023473803e-18,-1.2596476018473516e-18
1.2506907402702332e-18,-1.2487049321714315e-18
1.2398846547111345e-18,-1.2379187602228686e-18
1.2292066567379966e-18,-1.227258599431398e-18
1.2186257574187324e-18,-1.2166939632267561e-18
1.2081109678212545e-18,-1.206194365038678e-18
1.1976312990134758e-18,-1.1957293182968996e-18
1.1871557620633087e-18,-1.1852683364311565e-18
1.1766533680386656e-18,-1.1747809328711842e-18
1.1660931280074598e-18,-1.1642366210467183e-18
1.1554440530376032e-18,-1.153604914387495e-18
1.1446751541970093e-18,-1.142855326323249e-18
1.1337554425535905e-18,-1.1319573702837165e-18
1.122654360849317e-18,-1.1208809876167548e-18
